node_id,entity_type,name,name_norm,is_registry,first_seen_chunk,first_seen_source,first_seen_page,example_evidence,chunk_count,surface_forms
ent:682fb8a3a7ae3580,Enabler,International Markets,international markets,True,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy::c16::41a2d52e5ed89616,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy.pdf,,it is likely that these markets will also be connected to international markets,2,International Markets
ent:84430d56062a8342,Enabler,Internet of Things (IoT),internet of things (iot),False,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c54::b77545b9925cac85,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,,"Cloud manufacturing, internet of things-assisted manufacturing and 3D printing technology: reliable tools for sustainable construction.",2,Internet of Things (IoT)
ent:093abe0c518d2803,Enabler,Keep Products and Materials in Use,keep products and materials in use,True,19.Circular_Economy_Resource_Recovery_Report_2021-22::c5::010d297aa1b7cf17,19.Circular Economy Resource Recovery Report 2021-22.pdf,,keep products and materials in use (ideally at their highest and best value); and regenerate natural systems,6,Keep Products and Materials in Use
ent:cb3a65383ab238e0,Enabler,Knowledge and Leadership in Circular Economy,knowledge and leadership in circular economy,True,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy::c344::8ee0a51279786f96,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy.pdf,,"What institutional models/organisations and structures are required to support knowledge, leadership, responsibility and stewardship in circular economy housing construction?",4,Knowledge and Leadership in Circular Economy
ent:560c771803e870c0,Enabler,Knowledge of the local market and services,knowledge of the local market and services,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c18::235b499d6bc18547,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,Local reclamation and remanufacturing centre network Knowledge of the local market and services,1,Knowledge of the local market and services
ent:995f20a12591f039,Enabler,Knowledge Sharing,knowledge sharing,True,87.The_Circular_Economy_in_the_Australian_Built_Environment_The_State_of_Play_and_a_Research_Agenda::c82::f539a9a7b8fcf8a3,87.The Circular Economy in the Australian Built Environment The State of Play and a Research Agenda.pdf,,collaboration and knowledge sharing with other countries.112,1,Knowledge Sharing
ent:86ceaff9b2ce5032,Enabler,Landfill Costs,landfill costs,True,44.The_Transition_to_a_Circular_Built_Environment_in_::c21::446785c9d3de410e,44.The_Transition_to_a_Circular_Built_Environment_in_.pdf,7.0,This technology and high landfill prices have meant that the ACT is now diverting over 85% of the C&D waste stream.,2,Landfill Costs
ent:266ad77f6e070d1c,Enabler,"Lessons Learned from Other Countries, Research, and Organisations",lessons learned from other countries research and organisations,True,41.Circular_Economy_Guidance_for_the_Irish_Construction_Sector_For_peer_review_5.9.2023_::c41::071ef31f01ad8b91,41.Circular Economy Guidance for the Irish Construction Sector (For peer review) (5.9.2023).pdf,,"Lessons learned from other countries, research, and organisations.",1,"Lessons Learned from Other Countries, Research, and Organisations"
ent:a4f6e7dbaf31fb5e,Enabler,Local reclamation and remanufacturing centre network,local reclamation and remanufacturing centre network,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c18::235b499d6bc18547,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,Local reclamation and remanufacturing centre network Knowledge of the local market and services,1,Local reclamation and remanufacturing centre network
ent:fd5b0306ab81c46f,Enabler,Long term commitment,long term commitment,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c53::d75fc035cabaef73,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,14.0,The key success factors to initiate and enable the service have been a long term commitment and clear ownership by the Innovation team,1,Long term commitment
ent:461e21ba049b6b6f,Enabler,Low-Interest Loans for Sustainable Renovations,low-interest loans for sustainable renovations,True,55.australias-circular-economy-framework-2024::c55::ecef37652be5c3ad,55.australias-circular-economy-framework-2024.pdf,,Other incentives used globally include grants or low-interest loans for sustainable renovations,1,Low-Interest Loans for Sustainable Renovations
ent:0dde5e86e6b154bd,Enabler,Market Incentives,market incentives,True,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy::c344::8ee0a51279786f96,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy.pdf,,What market incentives are required to encourage circular economy building materials?,4,Market Incentives
ent:66b261dbc156e5e9,Enabler,Marketplace for new business,marketplace for new business,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c26::7eeb59ad128068bd,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,Marketplace for new business,1,Marketplace for new business
ent:f766bf6a682a6bbd,Enabler,Markets,markets,True,21.Waste-Feasibility-Study_roadmap::c43::e28639f01a2db346,21.Waste-Feasibility-Study_roadmap.pdf,,A key product from this diversion option is the recovered metals that are sold into global markets,13,Markets
ent:8965eb893e76f345,Enabler,Minimum Standards,minimum standards,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c50::10784bfe7c82b080,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,could elevate lagging regions by sharing best practices and establishing minimum standards,1,Minimum Standards
ent:104305f8b56b8c3f,Enabler,Patents for circular goods,patents for circular goods,True,55.australias-circular-economy-framework-2024::c97::640a342dfdd6ff9b,55.australias-circular-economy-framework-2024.pdf,,• Public sustainable procurement and empty homes • Patents for circular goods,1,Patents for circular goods
ent:0e62179a3e26d346,Enabler,Planetary Boundaries,planetary boundaries,True,49.RV_Circular-Economy-Market-Report-2025_2::c14::faf69b732080d6ae,49.RV_Circular-Economy-Market-Report-2025_2.pdf,8.0,keep overall material use within the planetary boundaries,1,Planetary Boundaries
ent:ca26a1a089f8ec66,Enabler,Proximity Principle,proximity principle,False,28.Development_of_the_circular_economy_design_guidelines_for_the_Australian_built_environment_sector::c3::3ec2214c089adff9,28.Development of the circular economy design guidelines for the Australian built environment sector.pdf,,"manufacturers' shared responsibility for waste generation, subsidies for C&D waste recycledmaterials,andtheproximityprinciple",1,Proximity Principle
ent:f51f0f5ee5fb0039,Enabler,Public Infrastructure Funding,public infrastructure funding,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c101::8a0a1a2a9d38412b,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,mandated for all large construction projects and as a criterion for public infrastructure funding by 2025,2,Public Infrastructure Funding
ent:271ed95a13a7a4d6,Enabler,R&D Credits for Circular Innovation,rd credits for circular innovation,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c78::fe03885cc993b702,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,"targeted tax incentives for circular businesses, R&D credits for circular innovation, and sustainable finance mechanisms",1,R&D Credits for Circular Innovation
ent:68b4575c2dd2a877,Enabler,R&D Tax Credits,rd tax credits,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c56::64cb3906ab498bf9,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,The strategy will provide incentives such as R&D tax credits or grants for modular building construction techniques,2,R&D Tax Credits
ent:03c32d377dcd5b11,Enabler,Renewable Energy,renewable energy,True,19.Circular_Economy_Resource_Recovery_Report_2021-22::c5::010d297aa1b7cf17,19.Circular Economy Resource Recovery Report 2021-22.pdf,,"Underpinned by a transition to renewable energy sources, the circular model builds economic, natural, and social capital",3,Renewable Energy
ent:2a0d35974f255e18,Enabler,Renewable Energy and Materials Sources,renewable energy and materials sources,True,87.The_Circular_Economy_in_the_Australian_Built_Environment_The_State_of_Play_and_a_Research_Agenda::c50::3f4d7cf3abcbefed,87.The Circular Economy in the Australian Built Environment The State of Play and a Research Agenda.pdf,,"selecting resources and technology wisely, replacing with renewable energy and materials sources",1,Renewable Energy and Materials Sources
ent:a1e8a387c7e6e4e4,Enabler,Resilience,resilience,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c43::349fbbcb72e010ee,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,Circular strategies can reduce dependence on imports and enhance resilience,2,Resilience
ent:0e4a297373b57413,Enabler,Resource Efficiency,resource efficiency,False,87.The_Circular_Economy_in_the_Australian_Built_Environment_The_State_of_Play_and_a_Research_Agenda::c28::5e2e8715ef51412d,87.The Circular Economy in the Australian Built Environment The State of Play and a Research Agenda.pdf,,Valuing resource productivity,1,Valuing resource productivity
ent:8488f7fbd73738f2,Enabler,Reuse Market Development,reuse market development,True,29.Construction_and_Demolition_Waste_Guide_Recycling_and_Re-use_Across_the_Supply_Chain::c26::6c1ccec1489091a2,29.Construction and Demolition Waste Guide Recycling and Re-use Across the Supply Chain.pdf,,This results in these materials receiving priority attention for recovery and market development in the C&D sector,1,Reuse Market Development
ent:c7678c9360bdfd39,Enabler,Reuse Opportunities,reuse opportunities,True,47.gbca-a-practical-guide-to-circular-procurement::c142::838f14d2fcc1e6bb,47.gbca-a-practical-guide-to-circular-procurement.pdf,,"based on deconstruction findings, ensuring future reuse opportunities and knowledge transfer",3,Reuse Opportunities
ent:f6d554ae0df5330e,Enabler,Specialized Tooling,specialized tooling,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c34::b39899bbdf027669,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,specialised tooling. These may be developed by a single player but often will involve the subject matter experts,2,Specialized Tooling
ent:8cec26f070c245e0,Enabler,Standardised Testing Protocols,standardised testing protocols,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c49::a0147287051385ef,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,which might need standardised testing protocols,1,Standardised Testing Protocols
ent:5c3fc0265bd3036f,Enabler,Standards Adoption,standards adoption,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c20::03863d1f6410f965,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,"particularly the engineering systems, infrastructure development, standards adoption, and workforce transformation required to operationalise that agenda",2,Standards Adoption
ent:da957da54629b6f2,Enabler,Stewardship,stewardship,True,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy::c237::70bd8868cf59a59e,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy.pdf,,"There is some reuse of materials, principally concrete and steel, where there is stewardship and markets",9,Stewardship
ent:13ecaf5a9feaf651,Enabler,Storage,storage,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c34::b39899bbdf027669,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,"A realistic yield value should be targeted based on the material, available storage and market.",7,Storage
ent:4242365645394aa8,Enabler,Strategic Planning & Early Engagement,strategic planning  early engagement,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c37::a5ccbb4af7557523,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,"Strategic Planning & Early Engagement: As discussed in chapter 2, an Existing Building Audit will help to identify materials, their second-use applications",1,Strategic Planning & Early Engagement
