edge_id,subject_id,predicate,object_id,chunk_id,source_file,page_num,judge_label,statement_confidence,evidence_excerpt,evidence_start_char,evidence_end_char,country
rel:a0e9215ddb136bb0,ent:cb4200f7899fab4c,REQUIRES,ent:1fd5a7c155e2021d,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c91::750d48afd8e91287,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,maybe,0.6,Use scenario modelling tools (drawing on the national data platform) to test if current actions are,,,AU
rel:39c7f2502c6a1839,ent:04639e2d4fc0cd09,INVOLVES,ent:865a0203c5ba8e37,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c91::750d48afd8e91287,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,maybe,0.6,Support the creation and scaling of e-commerce style platforms for buying/selling secondary materials.,,,AU
rel:e7e834801d41e474,ent:b3bcfc5f20599832,APPLIES_TO,ent:a9d8695d95a9ae5c,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c91::750d48afd8e91287,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,maybe,0.6,explore AI in demolition – e.g. using drones or scanning tech to quickly inventory materials in a building slated for deconstruction,,,AU
rel:ce5b68dafdaa0c9e,ent:4ae1854f88fa57eb,REQUIRES,ent:1fd5a7c155e2021d,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c91::750d48afd8e91287,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,maybe,0.6,Use the wealth of data and experience from above to adapt strategy over time. Establish a formal feedback mechanism,,,AU
rel:54b1e06a286cf316,ent:4ae1854f88fa57eb,REQUIRES,ent:cb4200f7899fab4c,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c91::750d48afd8e91287,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,maybe,0.6,Use scenario modelling tools (drawing on the national data platform) to test if current actions are,,,AU
rel:a38bd3f4fb4ab21c,ent:1fd5a7c155e2021d,PRODUCES,ent:539995acd5e53f0e,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c91::750d48afd8e91287,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,maybe,0.6,"By 2027, aim to have a live public dashboard of key metrics (recycling rates, landfill volumes, CMUR, LEF, SIS and MLI, etc, by region)",,,AU
rel:3f4d432d8c3d3b36,ent:1fd5a7c155e2021d,PRODUCES,ent:c2f6a9b66eec87d7,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c91::750d48afd8e91287,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,maybe,0.6,"aim to have a live public dashboard of key metrics (recycling rates, landfill volumes, CMUR, LEF, SIS and MLI, etc, by region)",,,AU
rel:f97fa0a4a88d237c,ent:7e045e954bfaa013,REQUIRES,ent:96fac99401d8544b,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c20::03863d1f6410f965,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,maybe,0.6,"materials to be digitally tracked for transparent reuse, new circular engineering metrics, and 'Materials productivity'",,,AU
rel:d1d7454821480114,ent:ab2aa21696d8c508,APPLIES_IN,ent:2ca69d28fbcb6e45,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c20::03863d1f6410f965,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,maybe,0.6,"Australia's Circular Economy Framework to double Australia's circularity rate, the National Waste Policy of 80% average resource recovery by 2030",,,AU
rel:dcaee2c62c720531,ent:ab2aa21696d8c508,REQUIRES,ent:a4436921ffa6f2c1,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c20::03863d1f6410f965,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,maybe,0.6,"the National Waste Policy of 80% average resource recovery by 2030, state circular strategies",,,AU
rel:2fab4d7431d61a2f,ent:ec615185d8da34a6,APPLIES_IN,ent:2ca69d28fbcb6e45,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c20::03863d1f6410f965,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,maybe,0.6,the Circular Economy Ministerial Advisory Group (CEMAG) recommendations for harmonised regulation,,,AU
rel:12bfe2b549f7ef78,ent:07331cf7dd38fb22,ISSUED_BY,ent:ec615185d8da34a6,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c20::03863d1f6410f965,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,maybe,0.6,"the Circular Economy Ministerial Advisory Group (CEMAG) recommendations for harmonised regulation, Indigenous knowledge",,,AU
rel:f6af41925adf5e97,ent:fdb78eeaf1801244,APPLIES_IN,ent:4bb669ee9eaae6a5,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c20::03863d1f6410f965,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,maybe,0.6,targets (in the Netherlands) to halve primary raw materials use; and circular development requirements,,,AU
rel:45371df55c7225e2,ent:539995acd5e53f0e,AFFECTS,ent:3d40a26d8db16352,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c43::349fbbcb72e010ee,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,maybe,0.6,"Recycling rates have plateaued at around 60%, while disposal volumes continue to grow. This places considerable strain on recycling infrastructure",,,AU
rel:3345db5502d98bf2,ent:7e37ced25da1f3aa,ENABLES,ent:ceeb55c6042742b6,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c43::349fbbcb72e010ee,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,maybe,0.6,Circular strategies can reduce dependence on imports and enhance resilience,,,AU
rel:c94c4bed1d937a3b,ent:7e37ced25da1f3aa,ENABLES,ent:a1e8a387c7e6e4e4,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c43::349fbbcb72e010ee,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,maybe,0.6,Circular strategies can reduce dependence on imports and enhance resilience,,,AU
rel:d6dda19f3350a12f,ent:7e37ced25da1f3aa,APPLIES_IN,ent:2ca69d28fbcb6e45,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c43::349fbbcb72e010ee,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,maybe,0.6,Resource security is another concern. Australia relies on stable supplies. Circular strategies can reduce dependence on imports,,,AU
rel:5c3a081f43a47863,ent:c4f21ac3e5dbce81,INVOLVES,ent:58ecc79812b5ebaf,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c63::0a3fe90723889627,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,keep,1.0,CIRCULAR ENGINEERING PILLAR 1: Circular Design & Construction cont.,,,AU
rel:aa33626f8fdb3917,ent:58ecc79812b5ebaf,PRODUCES,ent:3e23e57b4994740f,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c63::0a3fe90723889627,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,keep,1.0,"it might be completely dismantled and its steel, glazing, fixtures directly reused",,,AU
rel:37bd47140bacd293,ent:58ecc79812b5ebaf,PRODUCES,ent:e667b45b7f97d94e,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c63::0a3fe90723889627,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,keep,1.0,"it might be completely dismantled and its steel, glazing, fixtures directly reused",,,AU
rel:ed8fcf7fd4a3bd3a,ent:58ecc79812b5ebaf,PRODUCES,ent:6e8856a3444744d8,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c63::0a3fe90723889627,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,keep,1.0,"it might be completely dismantled and its steel, glazing, fixtures directly reused",,,AU
rel:3da5d791c4be4322,ent:58ecc79812b5ebaf,ENABLES,ent:e239061ae5300383,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c63::0a3fe90723889627,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,keep,1.0,"Buildings will become material banks for the future, as their components can be identified and retrieved.",,,AU
rel:42fe9c478ceb763b,ent:a9d8695d95a9ae5c,PRODUCES,ent:3e23e57b4994740f,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c63::0a3fe90723889627,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,keep,1.0,deconstructions – systematic harvesting of materials – rather than smash-and-dispose.,,,AU
rel:d3f6e5d0ceb194d1,ent:e789d138e26865a6,INVOLVES,ent:15910d4e3f7f958b,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c63::0a3fe90723889627,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,keep,1.0,"Modular, prefabricated construction systems; reversible connections; adaptable layouts enabling repurposing",,,AU
rel:a8ee12ea3287c7ba,ent:e789d138e26865a6,INVOLVES,ent:55eac47b9182d0a2,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c63::0a3fe90723889627,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,keep,1.0,"Modular, prefabricated construction systems; reversible connections; adaptable layouts enabling repurposing",,,AU
rel:bb8478d1cf03eb2d,ent:e789d138e26865a6,APPLIES_TO,ent:01492bf086e28aae,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c63::0a3fe90723889627,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,keep,1.0,"Asset Class Circular Design Strategies... Schools / Hospitals... Modular, prefabricated construction systems",,,AU
rel:69ebc5f4f54aceb0,ent:e789d138e26865a6,APPLIES_TO,ent:de07f17352cbcb07,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c63::0a3fe90723889627,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,keep,1.0,"Asset Class Circular Design Strategies... Schools / Hospitals... Modular, prefabricated construction systems",,,AU
rel:b98944e974c2c08c,ent:15910d4e3f7f958b,APPLIES_TO,ent:01492bf086e28aae,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c63::0a3fe90723889627,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,keep,1.0,Schools / Hospitals... reversible connections; adaptable layouts enabling repurposing,,,AU
rel:444cc5f331f0eeae,ent:55eac47b9182d0a2,APPLIES_TO,ent:01492bf086e28aae,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c63::0a3fe90723889627,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,keep,1.0,Schools / Hospitals... adaptable layouts enabling repurposing; design for flexible services and upgradeability.,,,AU
rel:c5a95beb8b0e72f1,ent:9a6f49e443a282a2,APPLIES_TO,ent:01492bf086e28aae,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c63::0a3fe90723889627,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,keep,1.0,Schools / Hospitals... design for flexible services and upgradeability.,,,AU
rel:41f240b736aafeaf,ent:9a6f49e443a282a2,APPLIES_TO,ent:de07f17352cbcb07,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c63::0a3fe90723889627,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,keep,1.0,Schools / Hospitals... design for flexible services and upgradeability.,,,AU
rel:0ba005433606ea9b,ent:dc4ac4a6eee062d9,REQUIRES,ent:58ecc79812b5ebaf,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c55::89f4fc96f690368d,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,15.0,keep,1.0,Transform design and construction practices so that new buildings and infrastructure generate minimal waste throughout their life cycle,,,AU
rel:d2ee50c176d1d7ca,ent:58ecc79812b5ebaf,APPLIES_TO,ent:973a9208fc240b54,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c55::89f4fc96f690368d,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,15.0,keep,1.0,new buildings and infrastructure generate minimal waste throughout their life cycle and are easily deconstructed and repurposed,,,AU
rel:abaf70e438a42ac2,ent:dc4ac4a6eee062d9,REQUIRES,ent:7f48f533ca19400e,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c55::89f4fc96f690368d,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,15.0,keep,1.0,"Move from linear design to circular design as the norm in the built environment. Implement ""Design for Disassembly"" Standards",,,AU
rel:0d97b533c2229c0b,ent:75ac6275b84a5b2a,ISSUED_BY,ent:98239b29c03f2fed,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c55::89f4fc96f690368d,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,15.0,keep,1.0,"By 2026, develop guidelines and standards (through Standards Australia in collaboration with industry) for designing buildings and infrastructure",,,AU
rel:ebabb12f3816e243,ent:75ac6275b84a5b2a,APPLIES_TO,ent:973a9208fc240b54,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c55::89f4fc96f690368d,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,15.0,keep,1.0,develop guidelines and standards (through Standards Australia in collaboration with industry) for designing buildings and infrastructure that can be disassembled,,,AU
rel:d7c849eaede73ca0,ent:7f48f533ca19400e,REQUIRES,ent:24db2b6df5d70600,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c55::89f4fc96f690368d,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,15.0,keep,1.0,"This includes standardized connections (bolts, clips instead of welds or glues where feasible), using materials that can be separated",,,AU
rel:e7f2887a705b852a,ent:7f48f533ca19400e,PROHIBITS,ent:b07569975e51d411,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c55::89f4fc96f690368d,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,15.0,keep,1.0,avoid composite materials that are inseparable,,,AU
rel:d702f36beef4b1d0,ent:7f48f533ca19400e,REQUIRES,ent:bb223e4eec81dc19,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c55::89f4fc96f690368d,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,15.0,keep,1.0,"planning for future adaptability. By 2027, incorporate these into",,,AU
rel:977bbe627e99682d,ent:dc4ac4a6eee062d9,REQUIRES,ent:e789d138e26865a6,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c55::89f4fc96f690368d,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,15.0,keep,1.0,"Support the shift toward modular construction and off-site prefabrication, which tends to be more precise and generate less waste",,,AU
rel:a18f060016a70731,ent:dc4ac4a6eee062d9,REQUIRES,ent:2c362a11e9657d3a,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c55::89f4fc96f690368d,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,15.0,keep,1.0,"Support the shift toward modular construction and off-site prefabrication, which tends to be more precise and generate less waste",,,AU
rel:b81b3872992a3ba0,ent:68b4575c2dd2a877,ENABLES,ent:e789d138e26865a6,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c55::89f4fc96f690368d,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,15.0,keep,1.0,The strategy will provide incentives such as R&D tax credits or grants for modular,,,AU
rel:8d80ba006c0bf9a0,ent:85c20933a3c9c065,ENABLES,ent:e789d138e26865a6,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c55::89f4fc96f690368d,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,15.0,keep,1.0,The strategy will provide incentives such as R&D tax credits or grants for modular,,,AU
rel:52e435506075e07c,ent:e5c74656c2ff4fbf,ENABLES,ent:7e045e954bfaa013,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c16::15b3ad53bafa8fd3,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,maybe,0.6,"disassembly, materials to be digitally tracked for particularly the engineering systems, infrastructure transparent reuse",,,AU
rel:4385de93dda453c2,ent:7e045e954bfaa013,REQUIRES,ent:96fac99401d8544b,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c16::15b3ad53bafa8fd3,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,maybe,0.6,"transparent reuse, new circular engineering metrics, development, standards adoption, and workforce transformation",,,AU
rel:35799d791a792736,ent:5c3fc0265bd3036f,ENABLES,ent:96fac99401d8544b,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c16::15b3ad53bafa8fd3,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,maybe,0.6,"new circular engineering metrics, development, standards adoption, and workforce transformation required to operationalise",,,AU
rel:e18d31ae8f674f92,ent:af636ca38f3a5201,AFFECTS,ent:96fac99401d8544b,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c16::15b3ad53bafa8fd3,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,maybe,0.6,and 'Materials productivity' to be core engineering and economic outcomes. This engineering-led circular transition,,,AU
rel:fa06b76342ef21bf,ent:fdb78eeaf1801244,APPLIES_IN,ent:4bb669ee9eaae6a5,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c16::15b3ad53bafa8fd3,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,maybe,0.6,packaging regulations; targets (in the Netherlands) to halve primary raw materials use,,,AU
